,internal_id,h3_index,latitude,longitude,name,tags,categories,place_id,address,timezone,temporarily_closed,permanently_closed,inside_of,price_level,contact_phone,contact_website,number_of_reviews,rating_stars,spending_time_min,spending_time_max,has_popularity,has_opening_hours,has_waiting_time
0,0x46b54a5a7d4ed1fd:0x932ad74a3f2e7e60,8f1181a1952d630,55.4103069,37.902451299999996,Moscow Domodedovo Mikhail Lomonosov Airport,{international_airport},{airport},ChIJ_dFOfVpKtUYRYH4uP0rXKpM,{Moscow OblastRussia},Europe/Moscow,False,False,,,74959336666.0,https://www.dme.ru/,39373.0,4.2,,,True,False,True
1,0x487604e08939064d:0x59887c6e6e215e84,8f194ad1448cac9,51.4931466,-0.1375337,RE/MAX Central,{real_estate_agentsapartment_rental_agencycommercial_agentproperty_investmentproperty_management_company},{service},ChIJTQY5ieAEdkgRhF4hbm58iFk,{85 Rochester RowLondonSW1P 1LJUnited Kingdom},Europe/London,False,False,,,442076301099.0,http://www.remax.co.uk/central,111.0,4.5,,,False,True,False
2,0x48693091a4e3367d:0x4b05e135f5c25f78,8f195a413c021b2,51.674043,-4.908637000000001,Pembroke,,,ChIJfTbjpJEwaUgReF_C9TXhBUs,{UK},Europe/London,False,False,,,,,,,,,False,False,False
3,0x47c5e37e3bef4933:0xb5e624f5197f65bf,8f1968269bb56cd,52.3897001,4.849449900000001,Black Cat Theatre,{childrens_theatermusic_school},{art_cultureeducation},ChIJM0nvO37jxUcRv2V_GfUk5rU,{Schakelstraat 21014 AW AmsterdamNetherlands},Europe/Amsterdam,False,False,,,31638066480.0,http://blackcattheatre.nl/,60.0,4.9,,,True,False,True
4,0x47c0c4973b395b15:0xbc45fd9317e81195,8f1fa096b432218,50.9702469,5.6801788,GO! basisschool voor buitengewoon onderwijs Mikado,{elementary_school},{misc},ChIJFVs5O5fEwEcRlRHoF5P9Rbw,{Bosweg 713630 MaasmechelenBelgium},Europe/Brussels,False,False,,,3289760277.0,http://www.bsbomikado.be/,5.0,4.8,,,False,True,False
5,0x8816d3501297c131:0x3c9f57ffc1d42ba5,8f274b46e3b30b6,41.7058097,-86.23502009999999,Notre Dame Security Police,{police_department},{public_service},ChIJMcGXElDTFogRpSvUwf9Xnzw,{Hammes Mowbray HallNotre Dame IN 46556United States},America/Indianapolis,False,False,0x8816cd576bfc35cd:0x5a2be3cb659fd9b7,,15746315555.0,http://ndsp.nd.edu/,,,,,False,False,False
6,0x808f80b183b3d067:0x3eaabdb7467e9240,8f28308101a9af6,37.8054809,-122.2712195,Caffe Teatro,{cafedelisandwich_shop},{foodcafe},ChIJZ9Czg7GAj4ARQJJ-Rre9qj4,{300 Frank H. Ogawa Plaza #130Oakland CA 94612United States},America/Los_Angeles,False,False,,1.0,15102678970.0,http://caffeteatrooakland.com/,17.0,4.3,,,True,True,True
7,0x808581108cee81cb:0x34e1a2ad5be73318,8f28308280d1cdc,37.777195899999995,-122.4173361,110 Web Design,{software_company},{service},ChIJy4HujBCBhYARGDPnW62i4TQ,{1390 Market St Suite 200San Francisco CA 94102},America/Los_Angeles,False,False,0x8085809c0c15cadf:0xcbbbf29fd9e265a4,,18552400930.0,https://110webdesign.com/,,,,,False,True,False
8,0x8085809b49ae72d5:0xe8cfb60d1ebe7f27,8f28308287accdc,37.7795826,-122.41295530000001,A.C.T.'s Strand Theater & Cafe,{performing_arts_theater},{art_culture},ChIJ1XKuSZuAhYARJ3--Hg22z-g,{1127 Market StSan Francisco CA 94103United States},America/Los_Angeles,True,False,,,14157492228.0,http://www.act-sf.org/strand,212.0,4.6,,,False,False,False
9,0x808580c9dbbd6fcf:0x987a2bfedc89c62,8f283082909c4f4,37.7854649,-122.43931450000001,Lancellotti Paola,{doctor},{medical},ChIJz2-928mAhYARYpzI7b-ihwk,{2356 Sutter St # 6San Francisco CA 94115United States},America/Los_Angeles,False,False,,,14158857788.0,,,,,,False,False,False
10,0x808581f215b60ebb:0x235abe53a6a07df9,8f283082a22a98b,37.79213789999999,-122.4028277,315 MONTGOMERY STREET,{business_center},{office},ChIJuw62FfKBhYAR-X2gplO-WiM,{315 Montgomery StSan Francisco CA 94104},America/Los_Angeles,False,False,,,12015871000.0,https://www.vno.com/office/property/315-montgomery-street/3311896/landing,,,,,False,False,False
11,0x808580884e6635b5:0xd24ceeb04cda0dc9,8f283082a32b92b,37.789077,-122.4032362,Consulate of France,{foreign_consulate},{misc},ChIJtTVmToiAhYARyQ3aTLDuTNI,{88 Kearny St #600San Francisco CA 94108},America/Los_Angeles,False,False,0x8085808836557eb5:0xcf349ea3bd316b6b,,16502853223.0,http://consulfrance-sanfrancisco.org/,84.0,3.8,,,False,False,False
12,0x80858066a8b9520d:0x47689ad2e32a0afe,8f283082a759cec,37.7942072,-122.3947852,One Market Restaurant/Mark 'n Mike's NY Style Deli,{american_restaurantbarrestaurant},{fooddrinks},ChIJDVK5qGaAhYAR_goq49KaaEc,{1 Market StSan Francisco CA 94105United States},America/Los_Angeles,False,False,0x808580643c3e2b6b:0xdfaed86e138e4f01,3.0,14157775577.0,http://www.onemarket.com/,773.0,4.3,,,True,True,True
13,0x808f7fd5ab1c02bf:0xf614aab9f5507597,8f283082a8320e9,37.777795399999995,-122.3959876,4th St,,,ChIJvwIcq9V_j4ARl3VQ9bmqFPY,{San Francisco CA},America/Los_Angeles,False,False,,,,,,,,,False,False,False
14,0x8085808679110299:0x2607188167b0f1ef,8f283082aa2d029,37.7835369,-122.4068652,Hotel Zetta San Francisco a Viceroy Urban Retreat,{hotelevent_venue},{tourismart_culture},ChIJmQIReYaAhYAR7_GwZ4EYByY,{55 5th StSan Francisco CA 94103},America/Los_Angeles,False,False,,,14155438555.0,https://www.viceroyhotelsandresorts.com/zetta?chebs=gl-zetta,785.0,4.4,,,False,False,False
15,0x8085808929ede405:0x572b701792d36541,8f283082aac9d55,37.7882001,-122.40650559999999,Gucci,{boutiqueclothing_storeleather_goods_storemens_clothing_storewomens_clothing_store},{shopping},ChIJBeTtKYmAhYARQWXTkhdwK1c,{240 Stockton StSan Francisco CA 94108United States},America/Los_Angeles,False,False,,,14153922808.0,https://www.gucci.com/us/en/store/240-stockton-street?utm_source=yext_us&utm_medium=storemarketing&utm_campaign=retail_storepages_marcomm&utm_content=23017_bookapp&y_source=1_MTI0NDEyNi03MTUtbG9jYXRpb24uZ29vZ2xlX3dlYnNpdGVfb3ZlcnJpZGU%3D,180.0,4.2,,,True,True,True
16,0x808f7fd7c4cdb4bb:0x5848b6659c59c9de,8f283082ad49099,37.7799247,-122.39198229999998,148 PRINT,{print_shop},{shopping},ChIJu7TNxNd_j4AR3slZnGW2SFg,{148 Townsend StSan Francisco CA 94107},America/Los_Angeles,False,False,,,14157304634.0,http://148print.com/,4.0,5.0,,,False,True,False
17,0x808581737ddbce35:0xaca3debf3becf9e4,8f283082b6ddd71,37.8079848,-122.41671629999999,Neyborly,{event_venue},{art_culture},ChIJNc7bfXOBhYAR5PnsO7_eo6w,{269 Jefferson StSan Francisco CA 94133},America/Los_Angeles,False,False,,,15107066510.0,http://www.neyborly.com/,,,,,False,True,False
18,0x80858500ed50deb3:0x9e6de65d14afcc75,8f2830842c69ca1,37.8634613,-122.49568959999999,US Army Corps of Engineers Bay Model Visitor Center,{visitor_centerfederal_government_officetourist_attraction},{administrationtourism},ChIJs95Q7QCFhYARdcyvFF3mbZ4,{2100 BridgewaySausalito CA 94965},America/Los_Angeles,False,False,,,14152893007.0,https://www.spn.usace.army.mil/Missions/Recreation/Bay-Model-Visitor-Center/,84.0,4.8,20.0,90.0,True,True,True
19,0x80857e9d8d0503f7:0x737666a7b46dddb1,8f28308a9c81686,37.8703042,-122.2660841,Cinnaholic,{bakerydessert_shop},{cafe},ChIJ9wMFjZ1-hYARsd1ttKdmdnM,{2132 Oxford StBerkeley CA 94704United States},America/Los_Angeles,False,False,0x80857ffd4777500b:0x665875191012ef64,2.0,15106478684.0,https://www.cinnaholicberkeley.com/,448.0,4.5,15.0,15.0,True,True,True
20,0x808f9e875b6b5515:0x77313dd482614a13,8f283093583665b,37.5708848,-122.3101534,Glamour hair and nails,{hair_salonbeauty_salonnail_salon},{beauty},ChIJFVVrW4eej4ARE0phgtQ9MXc,{560 S Norfolk StSan Mateo CA 94401United States},America/Los_Angeles,False,False,0x808f9e875162a5bf:0x229c2b4ee5fdce83,,16503435575.0,,25.0,3.2,,,False,True,False
21,0x808561c18242f01b:0x5733ef6fa6df1bc3,8f2830c658d3b75,37.897144299999994,-122.0582731,Topshop,{womens_clothing_store},{shopping},ChIJG_BCgsFhhYARwxvfpm_vM1c,{Nordstrom 4211200Broadway PlazaWalnut Creek CA 94596United States},America/Los_Angeles,False,False,0x808561c186ad7ea7:0x53ebf89f4210d023,,,https://us.topshop.com/store-locator?country=United+States,,,,,False,True,False
22,0x808fcb67fe995555:0xf96183e928caa7bc,8f2834714b2456d,37.3326271,-121.9129316,SDC Energy,{consultant},{service},ChIJVVWZ_mfLj4ARvKfKKOmDYfk,{1346 The AlamedaSan Jose CA 95126United States},America/Los_Angeles,False,False,0x808fcb67911896bd:0x6895b132b8c4fc2a,,14087234797.0,https://www.sdc-energy.com/contact/,,,,,False,False,False
23,0x548f738bddb06171:0x38e8f3741ebb48ed,8f28d1aaca8b359,48.428420700000004,-123.36564440000001,Victoria,,,ChIJcWGw3Ytzj1QR7Ui7HnTz6Dg,{British ColumbiaCanada},America/Vancouver,False,False,,,,http://www.victoria.ca/,,,,,False,False,False
24,0x80dd4ae5d53cf7db:0xc37525eaf8510bc8,8f29a560bb88c63,33.8414802,-118.32112120000001,Strand Brewing Co,{brewery},{drinks},ChIJ2_c81eVK3YARyAtR-OoldcM,{2201 Dominguez StTorrance CA 90501United States},America/Los_Angeles,False,False,,,13105170900.0,http://www.strandbrewing.com/,187.0,4.7,,,True,True,True
25,0x89e3774849653997:0x901bed94ded57df2,8f2a30675270753,42.3781475,-71.10649029999999,The Kebab Factory - An Indian Bistro,{indian_restaurantbuffet_restaurantfine_dining_restaurantindian_takeawaymiddle_eastern_restaurantpakistani_restaurantpunjabi_restaurant},{food},ChIJlzllSUh344kR8n3V3pTtG5A,{414 Washington StSomerville MA 02143United States},America/New_York,False,False,,2.0,16173544996.0,https://www.thekebabfactory.net/,295.0,4.0,15.0,90.0,True,True,True
26,0x88388a870b71620b:0xe94a08098b3ebeca,8f2a95633d15461,40.0526485,-82.91514670000001,L'OCCITANE EN PROVENCE,{cosmetics_storebeauty_supply_storegift_shop},{shoppingbeauty},ChIJC2JxC4eKOIgRyr4-iwkISuk,{4093 The Strand EColumbus OH 43219United States},America/New_York,False,False,0x88388a8785dedb1b:0x6e75eea84e4fb090,,16144162082.0,https://www.loccitane.com/on/demandware.store/Sites-OCC_US-Site/en_US/Stores-ShowStore?id=04OCST089&y_source=1_MTM3MjIxMzUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,26.0,4.7,,,False,True,False
27,0x130e4c37de54f917:0xebd3bfa3a1171244,8f3f304002087a1,35.966132,14.356107999999999,Seashell Dive Centre,{diving_centerscuba_instructor},{sportservice},ChIJF_lU3jdMDhMRRBIXoaO_0-s,{Triq Il-MarfaMelliehaMalta},Europe/Malta,False,False,,,35621521062.0,http://www.seashelldivingmalta.com/,79.0,4.8,20.0,180.0,True,True,True
28,0x130e4c37e0d16561:0xfee8232fd293ec6b,8f3f30400208b8d,35.966407200000006,14.356253899999999,Tunnynet Slipway,{boat_ramp},{misc},ChIJYWXR4DdMDhMRa-yT0i8j6P4,{X984+HG6MelliehaMalta},Europe/Malta,False,False,,,,,1.0,3.0,,,False,False,False
29,0x130e4c4426621fad:0x4969909a5bace8ed,8f3f30400a86334,35.972263,14.349784,Munchies Mellieha Bay,{mediterranean_restaurantbarice_cream_shoplidoloungepizza_delivery_servicepizza_restaurantseafood_restaurant},{drinksfoodcaferecreation},ChIJrR9iJkRMDhMR7eisW5qQaUk,{Triq il-Marfa GhadiraIl-MellieħaMalta},Europe/Malta,False,False,,2.0,35621576416.0,https://www.munchiesmelliehabay.com/,2126.0,4.4,,,True,True,True
30,0x130e4c3389cba067:0x63e7163d69611b60,8f3f30401490555,35.9602308,14.3618795,Our Lady Of The Grotto,{shrinetourist_attraction},{tourism},ChIJZ6DLiTNMDhMRYBthaT0W52M,{Triq Il-MarfaMelliehaMalta},Europe/Malta,False,False,,,,,28.0,4.5,,,True,True,True
31,0x130e4c2f67dbf1d9:0x71f12a3da422fd0,8f3f304017309a8,35.965067,14.3718008,19 Triq J.Kepler,,,ChIJ2fHbZy9MDhMR0C9C2qMSHwc,{Il-MellieħaMalta},Europe/Malta,False,False,,,,,,,,,False,False,False
32,0x130e4ff51ccf8015:0x3795c815687af4ee,8f3f3040325b2d6,35.9453466,14.375036800000002,Kappella ta' Sant'Anna,{chapel},{religious_building},ChIJFYDPHPVPDhMR7vR6aBXIlTc,{W9WG+42MSt Paul's BayMalta},Europe/Malta,False,False,,,,,2.0,4.5,,,False,False,False
33,0x130e4c335c93e933:0xaad87a3935f057ae,8f3f3040384a55b,35.95731370000001,14.362326699999999,Bank of Valletta p.l.c. - Mellieha Branch,{bank},{service},ChIJM-mTXDNMDhMRrlfwNTl62Ko,{MLH 102534 Triq Gorg Borg OlivierMelliehaMalta},Europe/Malta,False,False,,,35621312020.0,http://www.bov.com/,11.0,1.8,10.0,45.0,True,True,True
34,0x130e4c34eabc0e6f:0x6f763b4de61e52e1,8f3f30403855d61,35.9578748,14.360188699999998,Dar il-Madonna tal-Mellieha,{assisted_living_facility},{apartment},ChIJbw686jRMDhMR4VIe5k07dm8,{Triq il-Qalb ImqaddsaMelliehaMalta},Europe/Malta,False,False,,,35621524444.0,http://www.caremalta.com/CareMalta/OurHomes/PPP/DarilMadonnatalMellieha/tabid/809/Default.aspx,6.0,5.0,,,False,False,False
35,0x130e4c34a9a3e5ff:0xc3855658c36b5d8a,8f3f304038586a4,35.95675670000001,14.3615655,Post Office,{post_office},{service},ChIJ_-WjqTRMDhMRil1rw1hWhcM,{Triq Il-Mitħna l-ĠdidaMelliehaMalta},Europe/Malta,False,False,,,35621224421.0,http://www.maltapost.com/,7.0,2.1,15.0,15.0,True,True,True
36,0x130e4c34a8a5f917:0xc11336802c51b826,8f3f30403858cc9,35.956952,14.361445000000002,Start Technology,{store},{shopping},ChIJF_mlqDRMDhMRJrhRLIA2E8E,{108 Triq Il-Mitħna l-ĠdidaMellieha MLH 1106Malta},Europe/Malta,False,False,,,35627888765.0,https://m.facebook.com/startmalta/,34.0,4.7,,,False,True,False
37,0x130e4c34a15bc647:0x93622a7e50f5fb5d,8f3f3040385c083,35.9572979,14.3612298,Mellieħa Local Council,{local_government_office},{office},ChIJR8ZboTRMDhMRXfv1UH4qYpM,{Triq il-Madonna ta' FatimaMelliehaMalta},Europe/Malta,False,False,,,35621521333.0,http://www.mellieha.gov.mt/,3.0,4.3,,,False,True,False
38,0x130e4c3411d54475:0xb2e34284c2090fb4,8f3f30403948258,35.960586600000006,14.360826000000001,Parish Church of Mellieha,{catholic_churchtourist_attraction},{tourismreligious_building},ChIJdUTVETRMDhMRtA8JwoRC47I,{Misraħ il-ParroċċaMelliehaMalta},Europe/Malta,False,False,,,35621523449.0,,918.0,4.6,,,False,False,False
39,0x130e4c341df9485d:0xbad01379001d66a0,8f3f3040396bb65,35.961708,14.3606865,Sea View Cafe/Bar,{cafebarcafeteriacocktail_bar},{foodcafedrinks},ChIJXUj5HTRMDhMRoGYdAHkT0Lo,{Triq Salvinu VellaMelliehaMalta},Europe/Malta,False,False,,2.0,35627042230.0,https://seaviewcafemellieha.business.site/,1766.0,4.5,30.0,90.0,True,True,True
40,0x130e4dd2ad1e1b57:0xad36227f0ebeea13,8f3f30403a017b3,35.955394,14.3681,Cross Keys,{restaurantmaltese_restaurantpizza_restaurant},{food},ChIJVxserdJNDhMRE-q-Dn8iNq0,{5 Cross SquareMelliehaMalta},Europe/Malta,False,False,,2.0,35621523744.0,http://www.crosskeysmalta.com/,494.0,4.3,,,False,True,False
41,0x130e4c2d331ba895:0xd0c669819d0dffcc,8f3f30403a09916,35.9554359,14.3695217,Mellieha Judo,{sports_complex},{sport},ChIJlagbMy1MDhMRzP8NnYFpxtA,{X949+5RCMelliehaMalta},Europe/Malta,False,False,,,,,7.0,4.9,,,False,False,False
42,0x130e4c2d33591391:0xd110befcd19f5801,8f3f30403a0d654,35.9554425,14.369445800000001,Tomorrow's Home Ltd.,{home_goods_store},{wholesaler},ChIJkRNZMy1MDhMRAVif0fy-ENE,{222 Triq Il-KbiraMelliehaMalta},Europe/Malta,False,False,,,35621520096.0,,18.0,4.7,,,False,True,False
43,0x130e4dd2b3523d5d:0x98eed2ed38dcb1ec,8f3f30403a5189b,35.954952399999996,14.3710693,Welbee's Supermarket,{supermarketbutcher_shopgourmet_grocery_storeham_shophome_goods_storeorganic_food_storeproduce_market},{wholesalergroceries},ChIJXT1Ss9JNDhMR7LHcOO3S7pg,{Triq Il-KbiraMellieha MLH 2317Malta},Europe/Malta,False,False,,,35621523192.0,https://welbees.mt/,556.0,4.2,15.0,45.0,True,True,True
44,0x130e4dd333ef6553:0xb516013f36bca752,8f3f30403a5356d,35.954411799999995,14.370775400000001,Green Valley Supermarket,{supermarket},{groceries},ChIJU2XvM9NNDhMRUqe8Nj8BFrU,{Triq Il-FortizzaMelliehaMalta},Europe/Malta,False,False,,,35621520080.0,,141.0,4.6,15.0,15.0,True,True,True
45,0x130e4c2cd3aef931:0x6bf0542bf7496a83,8f3f30403a55a74,35.955416299999996,14.3710416,Petrol Station,{gas_station},{automobile},ChIJMfmu0yxMDhMRg2pJ9ytU8Gs,{268 Triq Il-KbiraMelliehaMalta},Europe/Malta,False,False,,,35621573918.0,,73.0,3.9,,,False,True,False
46,0x130e4c2d5568f0cb:0xbc4915987722f720,8f3f30403a724de,35.955444799999995,14.369810500000002,Miracle Foods Mellieha,{frozen_food_storefood_products_supplier},{wholesalergroceries},ChIJy_BoVS1MDhMRIPcid5gVSbw,{Triq Il-KbiraMelliehaMalta},Europe/Malta,False,False,,,35625582410.0,http://www.miraclefoods.com.mt/,26.0,4.7,15.0,15.0,True,True,True
47,0x130e4d615ec07bb5:0x28442b0a5d68417f,8f3f30403ba0500,35.9565392,14.3628625,Bouquet Garni,{restaurant},{food},ChIJtXvAXmFNDhMRf0FoXQorRCg,{Triq Gorg Borg OlivierMelliehaMalta},Europe/Malta,False,False,,,35699425211.0,,,,,,False,False,False
48,0x130e4c334c62e6dd:0xff8b437d53ba1d70,8f3f30403ba28e2,35.9563193,14.3627733,Schere Complex,{beauty_salonbarber_shopcafeteriahair_salonnail_salonspa},{beautyfood},ChIJ3eZiTDNMDhMRcB26U31Di_8,{Triq Sant' AnnaMelliehaMalta},Europe/Malta,False,False,,,35621522904.0,https://scherecomplex.com/,166.0,4.6,,,True,True,True
49,0x130e4d05cfd7b10f:0x23723d70357b62c5,8f3f30403bac0e6,35.9566287,14.3642794,Citadel Insurance plc,{insurance_company},{service},ChIJD7HXzwVNDhMRxWJ7NXA9ciM,{Triq Tas-SalibMelliehaMalta},Europe/Malta,False,False,,,35621525232.0,https://www.citadelplc.com/,1.0,5.0,,,False,True,False
50,0x130e4c32e1a30159:0xebd0a55dfb4557b0,8f3f30403c2aad2,35.9523529,14.3500975,Mellieha,,,ChIJWQGj4TJMDhMRsFdF-12l0Os,{Malta},Europe/Malta,False,False,,,,,,,,,False,False,False
51,0x130e4c89f42d38fb:0xae0fae075a74fbfe,8f3f304040e3a5e,35.986924,14.3311782,Paradise Diving Malta,{dive_shopscuba_instructor},{shoppingservice},ChIJ-zgt9IlMDhMR_vt0WgeuD64,{Paradise Bay Resort HotelParadise Diving Islands Edge LidoIl-MellieħaMalta},Europe/Malta,False,False,0x130e4c8909044e89:0x7a1a918b1ac728cb,,35677776665.0,http://www.paradisediving.com/,95.0,4.5,,,True,True,True
52,0x130e4c641c37e851:0x521a52c83ed0528e,8f3f3040421c12b,35.98557720000001,14.339279699999999,MUSEUM Dar Betsajda,{place_of_worship},{misc},ChIJUeg3HGRMDhMRjlLQPshSGlI,{Triq Il-MarfaIl-MellieħaMalta},Europe/Malta,False,False,,,,,,,,,False,False,False
53,0x130e4c0dbd4161b9:0x4d149349a901fc3b,8f3f3040500d619,35.9899119,14.3596271,Tortuga Beach,{lidowater_sports_equipment_rental_service},{recreation},ChIJuWFBvQ1MDhMRO_wBqUmTFE0,{MelliehaMalta},Europe/Malta,False,False,,,35621522220.0,http://tortuga.mt/,322.0,4.3,,,True,True,True
54,0x130e4ef8e29d4951:0x61ebafaf4c3ef425,8f3f304080019b2,35.9520277,14.417949400000001,Ristorante Pizzeria La Sorpresa,{pizza_restaurantrestaurant},{food},ChIJUUmd4vhODhMRJfQ-TK-v62E,{Tourist StSt Paul's BayMalta},Europe/Malta,False,False,,2.0,35621577301.0,http://www.lasorpresarestaurant.com/,378.0,4.5,90.0,150.0,True,True,True
55,0x130e4ef86062c03f:0xb4432304c32e2ad3,8f3f30408011556,35.9508941,14.4168116,Munchies Snack Bar,{bar},{drinks},ChIJP8BiYPhODhMR0youwwQjQ7Q,{Tourist StreetSt Paul's BayMalta},Europe/Malta,False,False,,1.0,35627571246.0,,204.0,4.5,,,True,True,True
56,0x130e4ef9229d4033:0x4604cde135a4c898,8f3f3040802ab01,35.9524697,14.4185225,The George,{pubcafefine_dining_restaurant},{foodcafedrinks},ChIJM0CdIvlODhMRmMikNeHNBEY,{Triq It-TuristiQawra San Pawl IL-Bahar SPB 1025Malta},Europe/Malta,False,False,,,35621582337.0,,20.0,4.7,,,False,True,False
57,0x130e4ef939ddb53d:0x1e3fc59880ade56e,8f3f3040802d2e1,35.9530543,14.4192114,Welbee's Supermarket,{supermarketsushi_restaurant},{foodgroceries},ChIJPbXdOflODhMRbuWtgJjFPx4,{Triq Il-MerluzzSt. Paul's Bay SPB 1453Malta},Europe/Malta,False,False,,,35621581772.0,https://welbees.mt/,1308.0,4.2,20.0,20.0,True,True,True
58,0x130e4eff6d36c7f1:0xcae82007b0e874b2,8f3f3040805a2d3,35.9502144,14.421978699999999,Hotel Soreda,{hotel},{tourism},ChIJ8cc2bf9ODhMRsnTosAcg6Mo,{Il 22 Triq Andrew Cunningham Saint Paul's Bay1744Malta},Europe/Malta,False,False,,,35621576267.0,http://www.soredahotelmalta.com/,1492.0,3.9,,,False,False,False
59,0x130e4efeacf38dfd:0xf75291cdd87456dc,8f3f3040815cb5c,35.95416470000001,14.4197187,Qawra,,,ChIJ_Y3zrP5ODhMR3FZ02M2RUvc,{St Paul's BayMalta},Europe/Malta,False,False,,,,,,,,,False,False,False
60,0x130e4ef953694989:0x28a62d013df9e16f,8f3f3040815d32e,35.9540451,14.420278099999999,Park Lane Boutique Aparthotel,{hotelapartment_complex},{tourismapartment},ChIJiUlpU_lODhMRb-H5PQEtpig,{Maskli Street Qawra St Paul's Bay MT SPB1480San Pawl il-BaħarMalta},Europe/Malta,False,False,,,35621577319.0,http://www.parklanemalta.com/,209.0,4.7,,,False,False,False
61,0x130e4ef78da97e95:0xb5b765554150b916,8f3f304081839a4,35.951465,14.413542000000001,Choco Kebab Cafe / Vegan bar,{coffee_shop},{cafe},ChIJlX6pjfdODhMRFrlQQVVlt7U,{San Anthony street 228 BugibbaSPB 2659Malta},Europe/Malta,True,False,,1.0,35679455214.0,https://www.facebook.com/CHOCO-KEBAB-MALTA-608611245999877/,161.0,4.6,,,False,False,False
62,0x130e4ef81a2c1967:0xea4a65879009c93f,8f3f3040818a76e,35.950784999999996,14.4146968,The Donut Factory,{coffee_shopdonut_shopsalad_shop},{foodcafegroceries},ChIJZxksGvhODhMRP8kJkIdlSuo,{85 Triq il-HalelBugibba SPB 2529Malta},Europe/Malta,False,False,,,35627884001.0,http://www.thedonutfactory.com/,221.0,4.3,25.0,60.0,True,True,True
63,0x130e4ef7c2bf4e6d:0xb9b07b521633437e,8f3f30408191c84,35.9508033,14.412568499999999,Whyte Harte Bar,{bar},{drinks},ChIJbU6_wvdODhMRfkMzFlJ7sLk,{GandoffliSt Paul's BayMalta},Europe/Malta,False,False,,1.0,35699885087.0,,172.0,4.5,,,True,True,True
64,0x130e4ef7fe8ea9e7:0x9aaab4c79172716c,8f3f3040819b113,35.9500548,14.4139785,Compass Car Hire,{car_rental_agencycar_leasing_servicetaxi_service},{automobileservice},ChIJ56mO_vdODhMRbHFykce0qpo,{Triq Il QrollBugibba SPB 2550Malta},Europe/Malta,False,False,,,35621571316.0,http://compasscarhire.com/,168.0,4.7,,,True,True,True
65,0x130e4ef7b4ec9d25:0x848879590343bcb7,8f3f304081b0483,35.9518203,14.4116888,Trattoria 'a Lanternaspecialità Liguricucina casalinga.,{restaurant},{food},ChIJJZ3stPdODhMRt7xDA1l5iIQ,{160 triqSan XmunSan Pawl il-Baħar SPB 0001Malta},Europe/Malta,False,False,,,35679215474.0,https://www.facebook.com/Trattoria-a-Lanterna-216088982216659/,277.0,4.7,60.0,120.0,False,True,False
66,0x130e4efe39e7ec9f:0x3f5062b49039a1ca,8f3f30408312142,35.950922600000006,14.4244155,Zigumar Restaurant,{restaurant},{food},ChIJn-znOf5ODhMRyqE5kLRiUD8,{Triq Il-LuzzuSt Paul's BayMalta},Europe/Malta,False,False,,,35699064380.0,https://www.facebook.com/pg/zigumarrestaurant,359.0,4.6,,,True,True,True
67,0x130e4fef60fac185:0xa5513672e8caed8,8f3f3040842b592,35.9460013,14.4106641,Nutrition House,{health_food_store},{groceries},ChIJhcH6YO9PDhMR2K6MLmcTVQo,{Triq il-LampukiSt Paul's BayMalta},Europe/Malta,False,False,,,35679324905.0,https://www.facebook.com/Nutrition-House-Malta-196871143687913/,4.0,4.8,,,False,False,False
68,0x130e4f6ee5a6f2df:0x4889a30dd6ee8c0c,8f3f3040850378d,35.9479145,14.407605300000002,The Charity Shop in aid of Hospice Malta,{charity},{misc},ChIJ3_Km5W5PDhMRDIzu1g2jiUg,{Triq Il-Villeggjatura San Pawl il-BaħarSPB 3201Malta},Europe/Malta,False,False,,,,https://the-charity-shop-in-aid-of-hospice-malta.business.site/?utm_source=gmb&utm_medium=referral,,,,,False,True,False
69,0x130e4e5ee87159a1:0x98cd88e5932acb36,8f3f304085116a6,35.94743,14.406721,Gandhi Tandoori,{indian_restaurant},{food},ChIJoVlx6F5ODhMRNssqk-WIzZg,{Mosta RoadSt Paul's BayMalta},Europe/Malta,False,False,,2.0,35621572260.0,http://gandhi-tandoori.com/,634.0,4.4,60.0,120.0,True,True,True
70,0x130e4e592cef22ad:0x1a5bafef8f46c4f9,8f3f30408519b54,35.947464000000004,14.40841,Alpha School of English,{english_language_schooladult_education_schoolstudent_housing_center},{education},ChIJrSLvLFlODhMR-cRGj--vWxo,{Triq l-ArznellSt Paul's BayMalta},Europe/Malta,False,False,,,35621581474.0,http://www.alphaschoolmalta.com/,42.0,4.6,,,False,True,False
71,0x130e4e5ec9c89439:0xe48ebc5a03239d52,8f3f3040851b0b1,35.946806,14.407898000000001,The Donut Factory,{coffee_shopbakerydessert_restaurantdonut_shopsalad_shop},{foodcafegroceries},ChIJOZTIyV5ODhMRUp0jA1q8juQ,{Mosta Rd San Pawl il-BaħarSPB 3111Malta},Europe/Malta,False,False,,2.0,35627884444.0,http://www.thedonutfactory.com/,384.0,4.4,15.0,45.0,True,True,True
72,0x130e4e5edce6663f:0x4dc54329c9358440,8f3f3040851c593,35.9475132,14.4070542,Fins & Gills Fish And Chips,{fast_food_restaurant},{food},ChIJP2bm3F5ODhMRQIQ1ySlDxU0,{Triq Toni BajadaSt Paul's BayMalta},Europe/Malta,False,False,,,35627139297.0,https://www.facebook.com/finsandgillsfishandchips/,494.0,4.7,20.0,20.0,True,True,True
